CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF
C0011849,NULL,CUI,RO,C0241863,NULL,CUI,NULL,R91966288,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0150544,NULL,CUI,NULL,R91966290,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0267176,NULL,CUI,NULL,R91966294,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0595877,NULL,CUI,NULL,R91966298,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0011860,NULL,CUI,NULL,R91966300,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0202041,NULL,CUI,NULL,R91966304,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0240016,NULL,CUI,NULL,R91966308,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0342269,NULL,CUI,NULL,R91966312,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0262448,NULL,CUI,NULL,R91966314,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0271635,NULL,CUI,NULL,R91966320,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0154183,NULL,CUI,NULL,R91966322,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RB,C0011847,NULL,CUI,NULL,R91966324,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0597655,NULL,CUI,NULL,R91966330,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0598284,NULL,CUI,NULL,R91966332,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0595931,NULL,CUI,NULL,R91966334,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0011859,NULL,CUI,NULL,R91966336,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0011884,NULL,CUI,NULL,R91966340,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0011881,NULL,CUI,NULL,R91966342,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0409729,NULL,CUI,NULL,R91966346,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0342276,NULL,CUI,NULL,R91966348,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0011871,NULL,CUI,NULL,R91966354,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0687720,NULL,CUI,NULL,R91966360,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RO,C0678154,NULL,CUI,NULL,R91966362,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0342302,NULL,CUI,NULL,R91966364,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C1857958,NULL,CUI,NULL,R91966368,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011849,NULL,CUI,RN,C0865162,NULL,CUI,NULL,R91966370,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RB,C1263961,NULL,CUI,NULL,R02687453,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RB,C0011847,NULL,CUI,NULL,R02687454,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RN,C0342277,NULL,CUI,NULL,R02899622,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RN,C0375113,NULL,CUI,NULL,R02899623,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RN,C0271635,NULL,CUI,NULL,R02899628,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C0028715,NULL,CUI,NULL,R03116286,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C0241861,NULL,CUI,NULL,R03116288,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,A0047897,CUI,RQ,C0011849,A0404572,AUI,clinically_similar,R03688906,NULL,RAM,RAM,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C0063684,NULL,CUI,NULL,R123033697,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C2984262,NULL,CUI,NULL,R124730677,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C2984301,NULL,CUI,NULL,R124730681,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C3273872,NULL,CUI,NULL,R133596122,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C3888631,NULL,CUI,NULL,R172303474,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C0011880,NULL,CUI,NULL,R28766357,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C1417726,NULL,CUI,NULL,R41169439,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RO,C1417727,NULL,CUI,NULL,R41169441,NULL,MTH,MTH,NULL,NULL,N,NULL
C0011860,NULL,CUI,RB,C0011849,NULL,CUI,NULL,R91966299,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RB,C0236100,NULL,CUI,NULL,R02661631,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RN,C0260338,NULL,CUI,NULL,R02851915,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RN,C0156677,NULL,CUI,NULL,R02851916,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RN,C0156674,NULL,CUI,NULL,R02851917,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RN,C0156675,NULL,CUI,NULL,R02851918,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RN,C0156676,NULL,CUI,NULL,R02851919,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RO,C0036572,NULL,CUI,NULL,R03039136,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RO,C0269658,NULL,CUI,NULL,R03039137,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,A0052543,CUI,RQ,C0032914,A0464624,AUI,clinically_similar,R03688925,NULL,RAM,RAM,NULL,NULL,N,NULL
C0013537,NULL,CUI,RB,C0151864,NULL,CUI,NULL,R13376853,NULL,MTH,MTH,NULL,NULL,N,NULL
C0013537,NULL,CUI,RB,C0032914,NULL,CUI,NULL,R46201367,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C0742749,NULL,CUI,NULL,R103565866,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0264730,NULL,CUI,NULL,R134158146,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0013604,NULL,CUI,NULL,R28750285,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C0235527,NULL,CUI,NULL,R28750287,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RB,C0018799,NULL,CUI,NULL,R28750289,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C0023212,NULL,CUI,NULL,R28750291,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C0264714,NULL,CUI,NULL,R28750293,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C0018802,NULL,CUI,NULL,R28750295,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0036980,NULL,CUI,NULL,R28750297,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0007166,NULL,CUI,NULL,R28750299,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C0264716,NULL,CUI,NULL,R28750301,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0018800,NULL,CUI,NULL,R28750303,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0018787,NULL,CUI,NULL,R28750307,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0684338,NULL,CUI,NULL,R28750309,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0002962,NULL,CUI,NULL,R28750311,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0392173,NULL,CUI,NULL,R28750314,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0235525,NULL,CUI,NULL,R28750316,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0034072,NULL,CUI,NULL,R28750318,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RB,C0007222,NULL,CUI,NULL,R28750324,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RO,C0542052,NULL,CUI,NULL,R28750326,NULL,MTH,MTH,NULL,NULL,N,NULL
C0018801,NULL,CUI,RN,C1959583,NULL,CUI,NULL,R71518460,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0005824,NULL,CUI,NULL,R106440177,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0010054,NULL,CUI,NULL,R112383593,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C1956346,NULL,CUI,NULL,R112383737,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C2917273,NULL,CUI,NULL,R116560964,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C2926615,NULL,CUI,NULL,R119144862,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C2924340,NULL,CUI,NULL,R119144885,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0684167,NULL,CUI,NULL,R122674733,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0857121,NULL,CUI,NULL,R136186416,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C3541293,NULL,CUI,NULL,R137702396,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0003850,NULL,CUI,NULL,R146190229,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0221155,NULL,CUI,NULL,R19383972,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0151620,NULL,CUI,NULL,R19383976,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0020540,NULL,CUI,NULL,R19383982,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0264641,NULL,CUI,NULL,R19383986,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0042380,NULL,CUI,NULL,R19383988,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0494574,NULL,CUI,NULL,R19383996,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0348586,NULL,CUI,NULL,R19384006,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0002962,NULL,CUI,NULL,R19384008,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0029822,NULL,CUI,NULL,R19384010,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0020542,NULL,CUI,NULL,R19384014,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0262428,NULL,CUI,NULL,R19384016,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0155591,NULL,CUI,NULL,R19384018,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C1275966,NULL,CUI,NULL,R19384022,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0155607,NULL,CUI,NULL,R19384026,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0152105,NULL,CUI,NULL,R19384028,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0235750,NULL,CUI,NULL,R19384032,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0020546,NULL,CUI,NULL,R19384036,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0232117,NULL,CUI,NULL,R19384038,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RB,C0007222,NULL,CUI,NULL,R19384043,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0155620,NULL,CUI,NULL,R19384045,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0005823,NULL,CUI,NULL,R19384049,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0497247,NULL,CUI,NULL,R19384057,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0235222,NULL,CUI,NULL,R19384059,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0544618,NULL,CUI,NULL,R19384063,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0221733,NULL,CUI,NULL,R19384069,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0155583,NULL,CUI,NULL,R19384071,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RB,C0728936,NULL,CUI,NULL,R19384075,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0596088,NULL,CUI,NULL,R19384077,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0262534,NULL,CUI,NULL,R19384085,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0678860,NULL,CUI,NULL,R19384087,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0262395,NULL,CUI,NULL,R19384089,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0155616,NULL,CUI,NULL,R19384091,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0003364,NULL,CUI,NULL,R19384093,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0553983,NULL,CUI,NULL,R19384095,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C1171328,NULL,CUI,NULL,R19384097,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0596515,NULL,CUI,NULL,R19384099,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0598428,NULL,CUI,NULL,R19384101,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0597048,NULL,CUI,NULL,R19384103,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0597290,NULL,CUI,NULL,R19384105,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0038999,NULL,CUI,NULL,R19384107,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0007820,NULL,CUI,NULL,R19384109,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0155622,NULL,CUI,NULL,R19384111,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RB,C0005826,NULL,CUI,NULL,R19384117,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0549405,NULL,CUI,NULL,R19384119,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C1272641,NULL,CUI,NULL,R20792971,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C1171349,NULL,CUI,NULL,R22681994,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C1171326,NULL,CUI,NULL,R22681996,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0852036,NULL,CUI,NULL,R24669173,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0013604,NULL,CUI,NULL,R24674531,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C1171351,NULL,CUI,NULL,R25619085,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0017327,NULL,CUI,NULL,R28729644,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0348860,NULL,CUI,NULL,R28753615,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0155601,NULL,CUI,NULL,R40231688,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0348879,NULL,CUI,NULL,R40231744,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0494576,NULL,CUI,NULL,R40231760,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0010068,NULL,CUI,NULL,R41994611,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RB,C0542302,NULL,CUI,NULL,R44043995,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0238780,NULL,CUI,NULL,R44043997,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0026426,NULL,CUI,NULL,R44043999,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0020541,NULL,CUI,NULL,R44044001,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0518829,NULL,CUI,NULL,R44044005,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0277890,NULL,CUI,NULL,R44044010,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0032914,NULL,CUI,NULL,R46201358,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0848548,NULL,CUI,NULL,R49573516,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C1963138,NULL,CUI,NULL,R72215740,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0020545,NULL,CUI,NULL,R91958785,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C1541808,NULL,CUI,NULL,R91964214,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C1145628,NULL,CUI,NULL,R91967422,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RO,C0694541,NULL,CUI,NULL,R91970168,NULL,MTH,MTH,NULL,NULL,N,NULL
C0020538,NULL,CUI,RN,C0341934,NULL,CUI,NULL,R94721736,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RB,C0029342,NULL,CUI,NULL,R02747619,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RN,C0856238,NULL,CUI,NULL,R02947003,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RN,C0021414,NULL,CUI,NULL,R02947008,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RN,C0155871,NULL,CUI,NULL,R02947009,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RN,C0276353,NULL,CUI,NULL,R02947012,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RN,C0276357,NULL,CUI,NULL,R02947015,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0029341,NULL,CUI,NULL,R03221082,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0029344,NULL,CUI,NULL,R03221083,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0029345,NULL,CUI,NULL,R03221084,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0029348,NULL,CUI,NULL,R03221085,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C1145669,NULL,CUI,NULL,R03221086,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0392171,NULL,CUI,NULL,R03221088,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0042769,NULL,CUI,NULL,R03221089,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0497353,NULL,CUI,NULL,R03221090,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0392389,NULL,CUI,NULL,R03221091,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0277525,NULL,CUI,NULL,R03221092,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0017178,NULL,CUI,NULL,R103704845,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0009450,NULL,CUI,NULL,R41956196,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0796514,NULL,CUI,NULL,R41999869,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RO,C0021403,NULL,CUI,NULL,R44322054,NULL,MTH,MTH,NULL,NULL,N,NULL
C0021400,NULL,CUI,RN,C0030389,NULL,CUI,NULL,R53080392,NULL,MTH,MTH,NULL,NULL,N,NULL
C0024117,NULL,CUI,RN,C0004096,NULL,CUI,NULL,R02964016,NULL,MTH,MTH,NULL,NULL,N,NULL
C0024117,NULL,CUI,RN,C0006266,NULL,CUI,NULL,R02964017,NULL,MTH,MTH,NULL,NULL,N,NULL
C0024117,NULL,CUI,RB,C0006261,NULL,CUI,NULL,R146188017,NULL,MTH,MTH,NULL,NULL,N,NULL
C0024117,NULL,CUI,RN,C1847014,NULL,CUI,NULL,R146188019,NULL,MTH,MTH,NULL,NULL,N,NULL
C0024117,NULL,CUI,RO,C0013990,NULL,CUI,NULL,R146188023,NULL,MTH,MTH,NULL,NULL,N,NULL
